state,standardized_date,# Infected,# Deaths,total_number_of_days,population,# Susceptible
MS,2020-03-19,50.0,1.0,30,2967297,2967247.0
MS,2020-03-20,80.0,1.0,30,2967297,2967217.0
MS,2020-03-21,140.0,1.0,30,2967297,2967157.0
MS,2020-03-22,208.0,2.0,30,2967297,2967089.0
MS,2020-03-23,249.0,2.0,30,2967297,2967048.0
MS,2020-03-24,314.0,1.0,30,2967297,2966983.0
MS,2020-03-25,376.0,5.0,30,2967297,2966921.0
MS,2020-03-26,484.0,6.0,30,2967297,2966813.0
MS,2020-03-27,484.0,6.0,30,2967297,2966813.0
MS,2020-03-28,484.0,6.0,30,2967297,2966813.0
MS,2020-03-29,756.0,14.0,30,2967297,2966541.0
MS,2020-03-30,845.0,16.0,30,2967297,2966452.0
MS,2020-03-31,935.0,19.0,30,2967297,2966362.0
MS,2020-04-01,1064.0,22.0,30,2967297,2966233.0
MS,2020-04-02,1178.0,26.0,30,2967297,2966119.0
MS,2020-04-03,1460.0,30.0,30,2967297,2965837.0
MS,2020-04-04,1566.0,36.0,30,2967297,2965731.0
MS,2020-04-05,1748.0,44.0,30,2967297,2965549.0
MS,2020-04-06,1848.0,52.0,30,2967297,2965449.0
MS,2020-04-07,1915.0,60.0,30,2967297,2965382.0
MS,2020-04-08,2003.0,67.0,30,2967297,2965294.0
MS,2020-04-09,2258.0,76.0,30,2967297,2965039.0
MS,2020-04-10,2465.0,82.0,30,2967297,2964832.0
MS,2020-04-11,2642.0,93.0,30,2967297,2964655.0
MS,2020-04-12,2781.0,96.0,30,2967297,2964516.0
MS,2020-04-13,2942.0,96.0,30,2967297,2964355.0
MT,2020-03-18,12.0,0.0,26,989415,989403.0
MT,2020-03-19,15.0,0.0,26,989415,989400.0
MT,2020-03-20,19.0,0.0,26,989415,989396.0
MT,2020-03-21,27.0,0.0,26,989415,989388.0
MT,2020-03-22,34.0,0.0,26,989415,989381.0
MT,2020-03-23,45.0,0.0,26,989415,989370.0
MT,2020-03-24,51.0,0.0,26,989415,989364.0
MT,2020-03-25,65.0,0.0,26,989415,989350.0
MT,2020-03-26,89.0,0.0,26,989415,989326.0
MT,2020-03-27,120.0,1.0,26,989415,989295.0
MT,2020-03-28,147.0,2.0,26,989415,989268.0
MT,2020-03-29,161.0,2.0,26,989415,989254.0
MT,2020-03-30,177.0,4.0,26,989415,989238.0
MT,2020-03-31,198.0,4.0,26,989415,989217.0
MT,2020-04-01,217.0,4.0,26,989415,989198.0
MT,2020-04-02,241.0,5.0,26,989415,989174.0
MT,2020-04-03,262.0,5.0,26,989415,989153.0
MT,2020-04-04,281.0,5.0,26,989415,989134.0
MT,2020-04-05,297.0,5.0,26,989415,989118.0
MT,2020-04-06,319.0,5.0,26,989415,989096.0
MT,2020-04-07,319.0,6.0,26,989415,989096.0
MT,2020-04-08,332.0,6.0,26,989415,989083.0
MT,2020-04-09,332.0,6.0,26,989415,989083.0
MT,2020-04-10,332.0,6.0,26,989415,989083.0
MT,2020-04-11,332.0,6.0,26,989415,989083.0
MT,2020-04-12,332.0,6.0,26,989415,989083.0
MT,2020-04-13,332.0,6.0,26,989415,989083.0
NC,2020-03-11,17.0,0.0,33,9535483,9535466.0
NC,2020-03-12,16.0,0.0,33,9535483,9535467.0
NC,2020-03-13,17.0,0.0,33,9535483,9535466.0
NC,2020-03-14,32.0,0.0,33,9535483,9535451.0
NC,2020-03-15,33.0,0.0,33,9535483,9535450.0
NC,2020-03-16,40.0,0.0,33,9535483,9535443.0
NC,2020-03-17,40.0,0.0,33,9535483,9535443.0
NC,2020-03-18,63.0,0.0,33,9535483,9535420.0
NC,2020-03-19,137.0,0.0,33,9535483,9535346.0
NC,2020-03-20,137.0,0.0,33,9535483,9535346.0
NC,2020-03-21,184.0,0.0,33,9535483,9535299.0
NC,2020-03-22,255.0,0.0,33,9535483,9535228.0
NC,2020-03-23,290.0,0.0,33,9535483,9535193.0
NC,2020-03-24,392.0,0.0,33,9535483,9535091.0
NC,2020-03-25,495.0,1.0,33,9535483,9534988.0
NC,2020-03-26,622.0,1.0,33,9535483,9534861.0
NC,2020-03-27,763.0,3.0,33,9535483,9534720.0
NC,2020-03-28,929.0,4.0,33,9535483,9534554.0
NC,2020-03-29,1163.0,4.0,33,9535483,9534320.0
NC,2020-03-30,1302.0,6.0,33,9535483,9534181.0
NC,2020-03-31,1491.0,8.0,33,9535483,9533992.0
NC,2020-04-01,1580.0,10.0,33,9535483,9533903.0
NC,2020-04-02,1855.0,16.0,33,9535483,9533628.0
NC,2020-04-03,2093.0,19.0,33,9535483,9533390.0
NC,2020-04-04,2402.0,24.0,33,9535483,9533081.0
NC,2020-04-05,2585.0,31.0,33,9535483,9532898.0
NC,2020-04-06,2870.0,33.0,33,9535483,9532613.0
NC,2020-04-07,3221.0,46.0,33,9535483,9532262.0
NC,2020-04-08,3426.0,53.0,33,9535483,9532057.0
NC,2020-04-09,3654.0,65.0,33,9535483,9531829.0
NC,2020-04-10,3909.0,74.0,33,9535483,9531574.0
NC,2020-04-11,4313.0,80.0,33,9535483,9531170.0
NC,2020-04-12,4523.0,81.0,33,9535483,9530960.0
NC,2020-04-13,4818.0,81.0,33,9535483,9530665.0
ND,2020-03-19,19.0,0.0,25,672591,672572.0
ND,2020-03-20,26.0,0.0,25,672591,672565.0
ND,2020-03-21,28.0,0.0,25,672591,672563.0
ND,2020-03-22,30.0,0.0,25,672591,672561.0
ND,2020-03-23,32.0,0.0,25,672591,672559.0
ND,2020-03-24,36.0,0.0,25,672591,672555.0
ND,2020-03-25,45.0,0.0,25,672591,672546.0
ND,2020-03-26,58.0,0.0,25,672591,672533.0
ND,2020-03-27,68.0,1.0,25,672591,672523.0
ND,2020-03-28,93.0,1.0,25,672591,672498.0
ND,2020-03-29,97.0,1.0,25,672591,672494.0
ND,2020-03-30,109.0,3.0,25,672591,672482.0
ND,2020-03-31,126.0,3.0,25,672591,672465.0
ND,2020-04-01,147.0,3.0,25,672591,672444.0
ND,2020-04-02,159.0,3.0,25,672591,672432.0
ND,2020-04-03,173.0,3.0,25,672591,672418.0
ND,2020-04-04,186.0,3.0,25,672591,672405.0
ND,2020-04-05,207.0,3.0,25,672591,672384.0
ND,2020-04-06,225.0,3.0,25,672591,672366.0
ND,2020-04-07,237.0,4.0,25,672591,672354.0
ND,2020-04-08,251.0,4.0,25,672591,672340.0
ND,2020-04-09,269.0,5.0,25,672591,672322.0
ND,2020-04-10,278.0,7.0,25,672591,672313.0
ND,2020-04-11,293.0,7.0,25,672591,672298.0
ND,2020-04-12,308.0,8.0,25,672591,672283.0
ND,2020-04-13,331.0,8.0,25,672591,672260.0
NE,2020-03-11,10.0,0.0,33,1826341,1826331.0
NE,2020-03-12,11.0,0.0,33,1826341,1826330.0
NE,2020-03-13,13.0,0.0,33,1826341,1826328.0
NE,2020-03-14,18.0,0.0,33,1826341,1826323.0
NE,2020-03-15,18.0,0.0,33,1826341,1826323.0
NE,2020-03-16,18.0,0.0,33,1826341,1826323.0
NE,2020-03-17,24.0,0.0,33,1826341,1826317.0
NE,2020-03-18,30.0,0.0,33,1826341,1826311.0
NE,2020-03-19,31.0,0.0,33,1826341,1826310.0
NE,2020-03-20,36.0,0.0,33,1826341,1826305.0
NE,2020-03-21,45.0,0.0,33,1826341,1826296.0
NE,2020-03-22,49.0,0.0,33,1826341,1826292.0
NE,2020-03-23,52.0,0.0,33,1826341,1826289.0
NE,2020-03-24,55.0,0.0,33,1826341,1826286.0
NE,2020-03-25,62.0,0.0,33,1826341,1826279.0
NE,2020-03-26,76.0,0.0,33,1826341,1826265.0
NE,2020-03-27,83.0,2.0,33,1826341,1826258.0
NE,2020-03-28,108.0,2.0,33,1826341,1826233.0
NE,2020-03-29,129.0,2.0,33,1826341,1826212.0
NE,2020-03-30,153.0,3.0,33,1826341,1826188.0
NE,2020-03-31,177.0,4.0,33,1826341,1826164.0
NE,2020-04-01,214.0,5.0,33,1826341,1826127.0
NE,2020-04-02,254.0,6.0,33,1826341,1826087.0
NE,2020-04-03,284.0,6.0,33,1826341,1826057.0
NE,2020-04-04,318.0,6.0,33,1826341,1826023.0
NE,2020-04-05,354.0,6.0,33,1826341,1825987.0
NE,2020-04-06,402.0,6.0,33,1826341,1825939.0
NE,2020-04-07,478.0,6.0,33,1826341,1825863.0
NE,2020-04-08,523.0,14.0,33,1826341,1825818.0
NE,2020-04-09,577.0,14.0,33,1826341,1825764.0
NE,2020-04-10,647.0,14.0,33,1826341,1825694.0
NE,2020-04-11,704.0,14.0,33,1826341,1825637.0
NE,2020-04-12,758.0,14.0,33,1826341,1825583.0
NE,2020-04-13,833.0,14.0,33,1826341,1825508.0
NH,2020-03-15,13.0,0.0,29,1316470,1316457.0
NH,2020-03-16,17.0,0.0,29,1316470,1316453.0
NH,2020-03-17,26.0,0.0,29,1316470,1316444.0
NH,2020-03-18,39.0,0.0,29,1316470,1316431.0
NH,2020-03-19,44.0,0.0,29,1316470,1316426.0
NH,2020-03-20,55.0,0.0,29,1316470,1316415.0
NH,2020-03-21,65.0,0.0,29,1316470,1316405.0
NH,2020-03-22,78.0,0.0,29,1316470,1316392.0
NH,2020-03-23,102.0,1.0,29,1316470,1316368.0
NH,2020-03-24,108.0,1.0,29,1316470,1316362.0
NH,2020-03-25,137.0,1.0,29,1316470,1316333.0
NH,2020-03-26,157.0,1.0,29,1316470,1316313.0
NH,2020-03-27,187.0,3.0,29,1316470,1316283.0
NH,2020-03-28,214.0,3.0,29,1316470,1316256.0
NH,2020-03-29,268.0,3.0,29,1316470,1316202.0
NH,2020-03-30,313.0,3.0,29,1316470,1316157.0
NH,2020-03-31,367.0,3.0,29,1316470,1316103.0
NH,2020-04-01,367.0,4.0,29,1316470,1316103.0
NH,2020-04-02,479.0,4.0,29,1316470,1315991.0
NH,2020-04-03,540.0,7.0,29,1316470,1315930.0
NH,2020-04-04,620.0,9.0,29,1316470,1315850.0
NH,2020-04-05,669.0,9.0,29,1316470,1315801.0
NH,2020-04-06,715.0,9.0,29,1316470,1315755.0
NH,2020-04-07,747.0,13.0,29,1316470,1315723.0
NH,2020-04-08,788.0,18.0,29,1316470,1315682.0
NH,2020-04-09,819.0,21.0,29,1316470,1315651.0
NH,2020-04-10,885.0,23.0,29,1316470,1315585.0
NH,2020-04-11,928.0,23.0,29,1316470,1315542.0
NH,2020-04-12,985.0,23.0,29,1316470,1315485.0
NH,2020-04-13,1020.0,23.0,29,1316470,1315450.0
NJ,2020-03-09,15.0,1.0,35,8791894,8791879.0
NJ,2020-03-10,23.0,1.0,35,8791894,8791871.0
NJ,2020-03-11,23.0,1.0,35,8791894,8791871.0
NJ,2020-03-12,29.0,1.0,35,8791894,8791865.0
NJ,2020-03-13,56.0,1.0,35,8791894,8791838.0
NJ,2020-03-14,72.0,1.0,35,8791894,8791822.0
NJ,2020-03-15,98.0,2.0,35,8791894,8791796.0
NJ,2020-03-16,176.0,3.0,35,8791894,8791718.0
NJ,2020-03-17,267.0,3.0,35,8791894,8791627.0
NJ,2020-03-18,417.0,5.0,35,8791894,8791477.0
NJ,2020-03-19,742.0,9.0,35,8791894,8791152.0
NJ,2020-03-20,890.0,11.0,35,8791894,8791004.0
NJ,2020-03-21,1327.0,16.0,35,8791894,8790567.0
NJ,2020-03-22,1914.0,24.0,35,8791894,8789980.0
NJ,2020-03-23,2851.0,27.0,35,8791894,8789043.0
NJ,2020-03-24,3675.0,44.0,35,8791894,8788219.0
NJ,2020-03-25,4402.0,62.0,35,8791894,8787492.0
NJ,2020-03-26,6331.0,80.0,35,8791894,8785563.0
NJ,2020-03-27,8825.0,108.0,35,8791894,8783069.0
NJ,2020-03-28,10836.0,140.0,35,8791894,8781058.0
NJ,2020-03-29,13386.0,161.0,35,8791894,8778508.0
NJ,2020-03-30,16636.0,198.0,35,8791894,8775258.0
NJ,2020-03-31,18696.0,265.0,35,8791894,8773198.0
NJ,2020-04-01,22255.0,355.0,35,8791894,8769639.0
NJ,2020-04-02,25590.0,537.0,35,8791894,8766304.0
NJ,2020-04-03,29895.0,646.0,35,8791894,8761999.0
NJ,2020-04-04,34997.0,837.0,35,8791894,8756897.0
NJ,2020-04-05,37505.0,917.0,35,8791894,8754389.0
NJ,2020-04-06,41091.0,1002.0,35,8791894,8750803.0
NJ,2020-04-07,44416.0,1232.0,35,8791894,8747478.0
NJ,2020-04-08,47437.0,1504.0,35,8791894,8744457.0
NJ,2020-04-09,51393.0,1692.0,35,8791894,8740501.0
NJ,2020-04-10,54588.0,1932.0,35,8791894,8737306.0
NJ,2020-04-11,58151.0,2183.0,35,8791894,8733743.0
NJ,2020-04-12,61850.0,2350.0,35,8791894,8730044.0
NJ,2020-04-13,64655.0,2350.0,35,8791894,8727239.0
NM,2020-03-13,10.0,0.0,31,2059179,2059169.0
NM,2020-03-14,13.0,0.0,31,2059179,2059166.0
NM,2020-03-15,13.0,0.0,31,2059179,2059166.0
NM,2020-03-16,21.0,0.0,31,2059179,2059158.0
NM,2020-03-17,23.0,0.0,31,2059179,2059156.0
NM,2020-03-18,28.0,0.0,31,2059179,2059151.0
NM,2020-03-19,35.0,0.0,31,2059179,2059144.0
NM,2020-03-20,43.0,0.0,31,2059179,2059136.0
NM,2020-03-21,57.0,0.0,31,2059179,2059122.0
NM,2020-03-22,65.0,0.0,31,2059179,2059114.0
NM,2020-03-23,82.0,0.0,31,2059179,2059097.0
NM,2020-03-24,95.0,0.0,31,2059179,2059084.0
NM,2020-03-25,112.0,0.0,31,2059179,2059067.0
NM,2020-03-26,136.0,1.0,31,2059179,2059043.0
NM,2020-03-27,194.0,1.0,31,2059179,2058985.0
NM,2020-03-28,208.0,2.0,31,2059179,2058971.0
NM,2020-03-29,234.0,2.0,31,2059179,2058945.0
NM,2020-03-30,281.0,2.0,31,2059179,2058898.0
NM,2020-03-31,315.0,5.0,31,2059179,2058864.0
NM,2020-04-01,362.0,6.0,31,2059179,2058817.0
NM,2020-04-02,403.0,7.0,31,2059179,2058776.0
NM,2020-04-03,494.0,10.0,31,2059179,2058685.0
NM,2020-04-04,545.0,11.0,31,2059179,2058634.0
NM,2020-04-05,626.0,12.0,31,2059179,2058553.0
NM,2020-04-06,688.0,12.0,31,2059179,2058491.0
NM,2020-04-07,796.0,13.0,31,2059179,2058383.0
NM,2020-04-08,865.0,16.0,31,2059179,2058314.0
NM,2020-04-09,989.0,17.0,31,2059179,2058190.0
NM,2020-04-10,1090.0,19.0,31,2059179,2058089.0
NM,2020-04-11,1174.0,20.0,31,2059179,2058005.0
NM,2020-04-12,1245.0,26.0,31,2059179,2057934.0
NM,2020-04-13,1345.0,26.0,31,2059179,2057834.0
NV,2020-03-12,11.0,0.0,32,2700551,2700540.0
NV,2020-03-13,20.0,0.0,32,2700551,2700531.0
NV,2020-03-14,21.0,0.0,32,2700551,2700530.0
NV,2020-03-15,26.0,0.0,32,2700551,2700525.0
NV,2020-03-16,45.0,1.0,32,2700551,2700506.0
NV,2020-03-17,55.0,1.0,32,2700551,2700496.0
NV,2020-03-18,55.0,1.0,32,2700551,2700496.0
NV,2020-03-19,91.0,1.0,32,2700551,2700460.0
NV,2020-03-20,153.0,2.0,32,2700551,2700398.0
NV,2020-03-21,158.0,2.0,32,2700551,2700393.0
NV,2020-03-22,194.0,2.0,32,2700551,2700357.0
NV,2020-03-23,249.0,4.0,32,2700551,2700302.0
NV,2020-03-24,281.0,6.0,32,2700551,2700270.0
NV,2020-03-25,408.0,10.0,32,2700551,2700143.0
NV,2020-03-26,536.0,10.0,32,2700551,2700015.0
NV,2020-03-27,520.0,10.0,32,2700551,2700031.0
NV,2020-03-28,637.0,14.0,32,2700551,2699914.0
NV,2020-03-29,926.0,15.0,32,2700551,2699625.0
NV,2020-03-30,1009.0,18.0,32,2700551,2699542.0
NV,2020-03-31,1113.0,26.0,32,2700551,2699438.0
NV,2020-04-01,1279.0,32.0,32,2700551,2699272.0
NV,2020-04-02,1458.0,38.0,32,2700551,2699093.0
NV,2020-04-03,1551.0,43.0,32,2700551,2699000.0
NV,2020-04-04,1752.0,46.0,32,2700551,2698799.0
NV,2020-04-05,1836.0,46.0,32,2700551,2698715.0
NV,2020-04-06,1953.0,58.0,32,2700551,2698598.0
NV,2020-04-07,2098.0,59.0,32,2700551,2698453.0
NV,2020-04-08,2318.0,80.0,32,2700551,2698233.0
NV,2020-04-09,2456.0,85.0,32,2700551,2698095.0
NV,2020-04-10,2624.0,102.0,32,2700551,2697927.0
NV,2020-04-11,2624.0,102.0,32,2700551,2697927.0
NV,2020-04-12,2624.0,102.0,32,2700551,2697927.0
NV,2020-04-13,2624.0,102.0,32,2700551,2697927.0
NY,2020-03-04,11.0,0.0,40,19378102,19378091.0
NY,2020-03-05,23.0,0.0,40,19378102,19378079.0
NY,2020-03-06,25.0,0.0,40,19378102,19378077.0
NY,2020-03-07,77.0,0.0,40,19378102,19378025.0
NY,2020-03-08,107.0,0.0,40,19378102,19377995.0
NY,2020-03-09,145.0,0.0,40,19378102,19377957.0
NY,2020-03-10,173.0,0.0,40,19378102,19377929.0
NY,2020-03-11,207.0,0.0,40,19378102,19377895.0
NY,2020-03-12,325.0,0.0,40,19378102,19377777.0
NY,2020-03-13,421.0,0.0,40,19378102,19377681.0
NY,2020-03-14,527.0,2.0,40,19378102,19377575.0
NY,2020-03-15,729.0,6.0,40,19378102,19377373.0
NY,2020-03-16,950.0,12.0,40,19378102,19377152.0
NY,2020-03-17,1544.0,17.0,40,19378102,19376558.0
NY,2020-03-18,3052.0,21.0,40,19378102,19375050.0
NY,2020-03-19,5637.0,39.0,40,19378102,19372465.0
NY,2020-03-20,7848.0,34.0,40,19378102,19370254.0
NY,2020-03-21,12208.0,57.0,40,19378102,19365894.0
NY,2020-03-22,15832.0,116.0,40,19378102,19362270.0
NY,2020-03-23,20911.0,156.0,40,19378102,19357191.0
NY,2020-03-24,25578.0,236.0,40,19378102,19352524.0
NY,2020-03-25,32968.0,342.0,40,19378102,19345134.0
NY,2020-03-26,38976.0,440.0,40,19378102,19339126.0
NY,2020-03-27,44813.0,545.0,40,19378102,19333289.0
NY,2020-03-28,53303.0,787.0,40,19378102,19324799.0
NY,2020-03-29,59240.0,964.0,40,19378102,19318862.0
NY,2020-03-30,67194.0,1211.0,40,19378102,19310908.0
NY,2020-03-31,74447.0,1544.0,40,19378102,19303655.0
NY,2020-04-01,82133.0,1939.0,40,19378102,19295969.0
NY,2020-04-02,90390.0,2371.0,40,19378102,19287712.0
NY,2020-04-03,103652.0,2934.0,40,19378102,19274450.0
NY,2020-04-04,113892.0,3433.0,40,19378102,19264210.0
NY,2020-04-05,122178.0,4159.0,40,19378102,19255924.0
NY,2020-04-06,130830.0,4758.0,40,19378102,19247272.0
NY,2020-04-07,138988.0,5545.0,40,19378102,19239114.0
NY,2020-04-08,149476.0,6268.0,40,19378102,19228626.0
NY,2020-04-09,159937.0,7024.0,40,19378102,19218165.0
NY,2020-04-10,170512.0,8084.0,40,19378102,19207590.0
NY,2020-04-11,180533.0,8627.0,40,19378102,19197569.0
NY,2020-04-12,188694.0,9385.0,40,19378102,19189408.0
NY,2020-04-13,195031.0,9767.0,40,19378102,19183071.0
OH,2020-03-13,13.0,0.0,31,11536504,11536491.0
OH,2020-03-14,25.0,0.0,31,11536504,11536479.0
OH,2020-03-15,37.0,0.0,31,11536504,11536467.0
OH,2020-03-16,50.0,0.0,31,11536504,11536454.0
OH,2020-03-17,67.0,0.0,31,11536504,11536437.0
OH,2020-03-18,86.0,0.0,31,11536504,11536418.0
OH,2020-03-19,119.0,0.0,31,11536504,11536385.0
OH,2020-03-20,169.0,1.0,31,11536504,11536335.0
OH,2020-03-21,247.0,3.0,31,11536504,11536257.0
OH,2020-03-22,351.0,3.0,31,11536504,11536153.0
OH,2020-03-23,431.0,6.0,31,11536504,11536073.0
OH,2020-03-24,563.0,8.0,31,11536504,11535941.0
OH,2020-03-25,703.0,10.0,31,11536504,11535801.0
OH,2020-03-26,867.0,16.0,31,11536504,11535637.0
OH,2020-03-27,1137.0,19.0,31,11536504,11535367.0
OH,2020-03-28,1405.0,25.0,31,11536504,11535099.0
OH,2020-03-29,1651.0,29.0,31,11536504,11534853.0
OH,2020-03-30,1933.0,39.0,31,11536504,11534571.0
OH,2020-03-31,2197.0,55.0,31,11536504,11534307.0
OH,2020-04-01,2546.0,65.0,31,11536504,11533958.0
OH,2020-04-02,2902.0,81.0,31,11536504,11533602.0
OH,2020-04-03,3312.0,90.0,31,11536504,11533192.0
OH,2020-04-04,3738.0,102.0,31,11536504,11532766.0
OH,2020-04-05,4041.0,119.0,31,11536504,11532463.0
OH,2020-04-06,4442.0,142.0,31,11536504,11532062.0
OH,2020-04-07,4782.0,167.0,31,11536504,11531722.0
OH,2020-04-08,5148.0,193.0,31,11536504,11531356.0
OH,2020-04-09,5512.0,213.0,31,11536504,11530992.0
OH,2020-04-10,5878.0,231.0,31,11536504,11530626.0
OH,2020-04-11,6250.0,247.0,31,11536504,11530254.0
OH,2020-04-12,6604.0,253.0,31,11536504,11529900.0
OH,2020-04-13,6975.0,253.0,31,11536504,11529529.0
OK,2020-03-16,10.0,0.0,28,3751351,3751341.0
OK,2020-03-17,17.0,0.0,28,3751351,3751334.0
OK,2020-03-18,29.0,1.0,28,3751351,3751322.0
OK,2020-03-19,43.0,1.0,28,3751351,3751308.0
OK,2020-03-20,49.0,1.0,28,3751351,3751302.0
OK,2020-03-21,53.0,1.0,28,3751351,3751298.0
OK,2020-03-22,67.0,2.0,28,3751351,3751284.0
OK,2020-03-23,81.0,2.0,28,3751351,3751270.0
OK,2020-03-24,106.0,3.0,28,3751351,3751245.0
OK,2020-03-25,164.0,5.0,28,3751351,3751187.0
OK,2020-03-26,243.0,7.0,28,3751351,3751108.0
OK,2020-03-27,243.0,7.0,28,3751351,3751108.0
OK,2020-03-28,377.0,15.0,28,3751351,3750974.0
OK,2020-03-29,429.0,16.0,28,3751351,3750922.0
OK,2020-03-30,480.0,17.0,28,3751351,3750871.0
OK,2020-03-31,566.0,23.0,28,3751351,3750785.0
OK,2020-04-01,720.0,29.0,28,3751351,3750631.0
OK,2020-04-02,877.0,34.0,28,3751351,3750474.0
OK,2020-04-03,987.0,38.0,28,3751351,3750364.0
OK,2020-04-04,1157.0,42.0,28,3751351,3750194.0
OK,2020-04-05,1251.0,46.0,28,3751351,3750100.0
OK,2020-04-06,1325.0,51.0,28,3751351,3750026.0
OK,2020-04-07,1469.0,67.0,28,3751351,3749882.0
OK,2020-04-08,1522.0,79.0,28,3751351,3749829.0
OK,2020-04-09,1681.0,80.0,28,3751351,3749670.0
OK,2020-04-10,1790.0,88.0,28,3751351,3749561.0
OK,2020-04-11,1868.0,94.0,28,3751351,3749483.0
OK,2020-04-12,1970.0,96.0,28,3751351,3749381.0
OK,2020-04-13,2069.0,96.0,28,3751351,3749282.0
OR,2020-03-08,14.0,0.0,36,3831074,3831060.0
OR,2020-03-09,14.0,0.0,36,3831074,3831060.0
OR,2020-03-10,15.0,0.0,36,3831074,3831059.0
OR,2020-03-11,19.0,0.0,36,3831074,3831055.0
OR,2020-03-12,24.0,0.0,36,3831074,3831050.0
OR,2020-03-13,30.0,0.0,36,3831074,3831044.0
OR,2020-03-14,36.0,1.0,36,3831074,3831038.0
OR,2020-03-15,39.0,1.0,36,3831074,3831035.0
OR,2020-03-16,47.0,1.0,36,3831074,3831027.0
OR,2020-03-17,65.0,1.0,36,3831074,3831009.0
OR,2020-03-18,74.0,3.0,36,3831074,3831000.0
OR,2020-03-19,88.0,3.0,36,3831074,3830986.0
OR,2020-03-20,114.0,3.0,36,3831074,3830960.0
OR,2020-03-21,137.0,4.0,36,3831074,3830937.0
OR,2020-03-22,161.0,4.0,36,3831074,3830913.0
OR,2020-03-23,190.0,5.0,36,3831074,3830884.0
OR,2020-03-24,209.0,5.0,36,3831074,3830865.0
OR,2020-03-25,265.0,10.0,36,3831074,3830809.0
OR,2020-03-26,315.0,11.0,36,3831074,3830759.0
OR,2020-03-27,414.0,12.0,36,3831074,3830660.0
OR,2020-03-28,479.0,13.0,36,3831074,3830595.0
OR,2020-03-29,548.0,13.0,36,3831074,3830526.0
OR,2020-03-30,605.0,16.0,36,3831074,3830469.0
OR,2020-03-31,689.0,18.0,36,3831074,3830385.0
OR,2020-04-01,735.0,19.0,36,3831074,3830339.0
OR,2020-04-02,825.0,21.0,36,3831074,3830249.0
OR,2020-04-03,898.0,22.0,36,3831074,3830176.0
OR,2020-04-04,999.0,26.0,36,3831074,3830075.0
OR,2020-04-05,1067.0,27.0,36,3831074,3830007.0
OR,2020-04-06,1132.0,29.0,36,3831074,3829942.0
OR,2020-04-07,1181.0,33.0,36,3831074,3829893.0
OR,2020-04-08,1239.0,38.0,36,3831074,3829835.0
OR,2020-04-09,1321.0,44.0,36,3831074,3829753.0
OR,2020-04-10,1371.0,48.0,36,3831074,3829703.0
OR,2020-04-11,1447.0,51.0,36,3831074,3829627.0
OR,2020-04-12,1527.0,52.0,36,3831074,3829547.0
OR,2020-04-13,1584.0,52.0,36,3831074,3829490.0
PA,2020-03-09,12.0,0.0,35,12702379,12702367.0
