Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,Central/Outlying County,FIPS_combined,FIPS_population,mix_index,mix_index_population
,"Indianapolis-Carmel-Muncie, IN",Decatur County,Indiana,Central,18031,26552,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"San Juan-Bayamón, PR",Arroyo Municipio,Puerto Rico,Central,72015,18111,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Guayama Municipio,Puerto Rico,Central,72057,41706,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Patillas Municipio,Puerto Rico,Central,72109,17334,"San Juan-Bayamón, PR",2432066.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Washington County,Maryland,Central,24043,149811,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Berkeley County,West Virginia,Central,54003,113495,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Morgan County,West Virginia,Outlying,54065,17624,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Salt Lake City-Provo-Orem, UT",Summit County,Utah,Central,49043,40511,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Salt Lake City-Provo-Orem, UT",Wasatch County,Utah,Outlying,49051,30523,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Raleigh-Durham-Cary, NC",Vance County,North Carolina,Central,37181,44482,"Raleigh-Durham-Cary, NC",1964479.0
,"Houston-The Woodlands, TX",Austin County,Texas,Outlying,48015,29565,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Brazoria County,Texas,Central,48039,353999,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Chambers County,Texas,Central,48071,40292,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Fort Bend County,Texas,Central,48157,739342,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Galveston County,Texas,Central,48167,327089,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Harris County,Texas,Central,48201,4602523,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Liberty County,Texas,Outlying,48291,81862,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Montgomery County,Texas,Outlying,48339,554445,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Waller County,Texas,Outlying,48473,49987,"Houston-The Woodlands, TX",6963733.0
,"Houston-The Woodlands, TX",Walker County,Texas,Central,48471,71539,"Houston-The Woodlands, TX",6963733.0
,"Minneapolis-St. Paul, MN-WI",McLeod County,Minnesota,Central,27085,35825,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Indiana County,Pennsylvania,Central,42063,85755,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Indianapolis-Carmel-Muncie, IN",Boone County,Indiana,Central,18011,64321,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Brown County,Indiana,Outlying,18013,15034,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Hamilton County,Indiana,Central,18057,316095,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Hancock County,Indiana,Central,18059,73830,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Hendricks County,Indiana,Central,18063,160940,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Johnson County,Indiana,Central,18081,151564,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Madison County,Indiana,Outlying,18095,129505,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Marion County,Indiana,Central,18097,944523,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Morgan County,Indiana,Central,18109,69727,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Putnam County,Indiana,Outlying,18133,37559,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Indianapolis-Carmel-Muncie, IN",Shelby County,Indiana,Outlying,18145,44399,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Jackson County,Georgia,Central,13157,65755,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6584708.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Johnson County,Kansas,Central,20091,585502,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Leavenworth County,Kansas,Outlying,20103,80042,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Linn County,Kansas,Outlying,20107,9635,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Miami County,Kansas,Outlying,20121,33127,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Wyandotte County,Kansas,Central,20209,164345,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Bates County,Missouri,Outlying,29013,16374,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Caldwell County,Missouri,Outlying,29025,9049,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Cass County,Missouri,Central,29037,102678,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Clay County,Missouri,Central,29047,239164,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Clinton County,Missouri,Outlying,29049,20475,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Jackson County,Missouri,Central,29095,692003,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Lafayette County,Missouri,Outlying,29107,32589,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Platte County,Missouri,Central,29165,98824,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Ray County,Missouri,Outlying,29177,22825,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Virginia Beach-Norfolk, VA-NC",Dare County,North Carolina,Central,37055,35741,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"New York-Newark, NY-NJ-CT-PA",Ulster County,New York,Central,36111,179303,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Belknap County,New Hampshire,Central,33001,60640,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Chambers County,Alabama,Outlying,01017,33826,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6584708.0
,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Troup County,Georgia,Central,13285,69774,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6584708.0
,"Orlando-Lakeland-Deltona, FL",Polk County,Florida,Central,12105,668671,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Las Vegas-Henderson, NV",Clark County,Nevada,Central,32003,2141574,"Las Vegas-Henderson, NV",2185279.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Douglas County,Kansas,Central,20045,119319,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Nashville-Davidson--Murfreesboro, TN",Lawrence County,Tennessee,Central,47099,42937,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Marshall County,Tennessee,Central,47117,32269,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Portland-Vancouver-Salem, OR-WA",Cowlitz County,Washington,Central,53015,105112,"Portland-Vancouver-Salem, OR-WA",3152673.0
"Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach, CA",Orange County,California,Central,06059,3164182,"Anaheim-Santa Ana-Irvine, CA",3164182.0
"Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach, CA",Los Angeles County,California,Central,06037,10098052,"Los Angeles-Long Beach-Glendale, CA",10098052.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Hillsborough County,New Hampshire,Central,33011,411087,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Columbus-Marion-Zanesville, OH",Marion County,Ohio,Central,39101,65344,"Columbus-Marion-Zanesville, OH",2456974.0
,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Mason County,Kentucky,Central,21161,17153,"Cincinnati-Wilmington-Maysville, OH-KY-IN",2250716.0
,"San Jose-San Francisco-Oakland, CA",Merced County,California,Central,06047,269075,"San Jose-San Francisco-Oakland, CA",4876346.0
"Fort Lauderdale-Pompano Beach-Sunrise, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",Broward County,Florida,Central,12011,1909151,"Fort Lauderdale-Pompano Beach-Sunrise, FL",1909151.0
"Miami-Miami Beach-Kendall, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",Miami-Dade County,Florida,Central,12086,2715516,"Miami-Miami Beach-Kendall, FL",2715516.0
,"Milwaukee-Racine-Waukesha, WI",Milwaukee County,Wisconsin,Central,55079,954209,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Milwaukee-Racine-Waukesha, WI",Ozaukee County,Wisconsin,Central,55089,88284,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Milwaukee-Racine-Waukesha, WI",Washington County,Wisconsin,Outlying,55131,134535,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Milwaukee-Racine-Waukesha, WI",Waukesha County,Wisconsin,Central,55133,398879,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Minneapolis-St. Paul, MN-WI",Anoka County,Minnesota,Central,27003,347431,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Carver County,Minnesota,Central,27019,100416,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Chisago County,Minnesota,Outlying,27025,54727,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Dakota County,Minnesota,Central,27037,418201,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Hennepin County,Minnesota,Central,27053,1235478,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Isanti County,Minnesota,Outlying,27059,38974,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Le Sueur County,Minnesota,Outlying,27079,27983,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Mille Lacs County,Minnesota,Outlying,27095,25728,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Ramsey County,Minnesota,Central,27123,541493,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Scott County,Minnesota,Central,27139,143372,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Sherburne County,Minnesota,Central,27141,93231,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Washington County,Minnesota,Central,27163,253317,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Wright County,Minnesota,Central,27171,132745,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",Pierce County,Wisconsin,Outlying,55093,41603,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Minneapolis-St. Paul, MN-WI",St. Croix County,Wisconsin,Outlying,55109,87917,"Minneapolis-St. Paul, MN-WI",3923697.0
,"San Jose-San Francisco-Oakland, CA",Stanislaus County,California,Central,06099,539301,"San Jose-San Francisco-Oakland, CA",4876346.0
,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,Central,37171,72099,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,Central,39083,61215,"Columbus-Marion-Zanesville, OH",2456974.0
,"Indianapolis-Carmel-Muncie, IN",Delaware County,Indiana,Central,18035,115616,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"San Jose-San Francisco-Oakland, CA",Napa County,California,Central,06055,140530,"San Jose-San Francisco-Oakland, CA",4876346.0
,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,Outlying,47015,13976,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,Outlying,47021,39929,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,Central,47037,684017,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,Outlying,47043,51988,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,Outlying,47111,23487,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,Outlying,47119,89776,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,Outlying,47147,69344,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,Outlying,47149,307128,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,Outlying,47159,19458,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,Central,47165,179473,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,Outlying,47169,9573,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,Central,47187,218648,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,Central,47189,132663,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"Indianapolis-Carmel-Muncie, IN",Henry County,Indiana,Central,18065,48483,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Lawrence County,Pennsylvania,Central,42073,87382,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"New York-Newark, NY-NJ-CT-PA",New Haven County,Connecticut,Central,09009,859339,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"Cleveland-Akron-Canton, OH",Tuscarawas County,Ohio,Central,39157,92526,"Cleveland-Akron-Canton, OH",3607736.0
"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Nassau County,New York,Central,36059,1356564,"Nassau County-Suffolk County, NY",2844465.0
"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Suffolk County,New York,Central,36103,1487901,"Nassau County-Suffolk County, NY",2844465.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Essex County,New Jersey,Central,34013,793555,"Newark, NJ-PA",2163851.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Hunterdon County,New Jersey,Central,34019,125051,"Newark, NJ-PA",2163851.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Morris County,New Jersey,Central,34027,494383,"Newark, NJ-PA",2163851.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Sussex County,New Jersey,Central,34037,142298,"Newark, NJ-PA",2163851.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,34039,553066,"Newark, NJ-PA",2163851.0
"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Pike County,Pennsylvania,Outlying,42103,55498,"Newark, NJ-PA",2163851.0
"New Brunswick-Lakewood, NJ","New York-Newark, NY-NJ-CT-PA",Middlesex County,New Jersey,Central,34023,826698,"New Brunswick-Lakewood, NJ",2372200.0
"New Brunswick-Lakewood, NJ","New York-Newark, NY-NJ-CT-PA",Monmouth County,New Jersey,Central,34025,623387,"New Brunswick-Lakewood, NJ",2372200.0
"New Brunswick-Lakewood, NJ","New York-Newark, NY-NJ-CT-PA",Ocean County,New Jersey,Central,34029,591939,"New Brunswick-Lakewood, NJ",2372200.0
"New Brunswick-Lakewood, NJ","New York-Newark, NY-NJ-CT-PA",Somerset County,New Jersey,Central,34035,330176,"New Brunswick-Lakewood, NJ",2372200.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bergen County,New Jersey,Central,34003,929999,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Hudson County,New Jersey,Central,34017,668631,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Passaic County,New Jersey,Central,34031,504041,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bronx County,New York,Central,36005,1437872,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Kings County,New York,Central,36047,2600747,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",New York County,New York,Central,36061,1632480,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Putnam County,New York,Central,36079,99070,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Queens County,New York,Central,36081,2298513,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Richmond County,New York,Central,36085,474101,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Rockland County,New York,Central,36087,323686,"New York-Jersey City-White Plains, NY-NJ",11937955.0
"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Westchester County,New York,Central,36119,968815,"New York-Jersey City-White Plains, NY-NJ",11937955.0
,"Indianapolis-Carmel-Muncie, IN",Jennings County,Indiana,Central,18079,27727,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Cleveland-Akron-Canton, OH",Huron County,Ohio,Central,39077,58457,"Cleveland-Akron-Canton, OH",3607736.0
,"Salt Lake City-Provo-Orem, UT",Box Elder County,Utah,Central,49003,53001,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Salt Lake City-Provo-Orem, UT",Davis County,Utah,Central,49011,340621,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Salt Lake City-Provo-Orem, UT",Morgan County,Utah,Outlying,49029,11391,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Salt Lake City-Provo-Orem, UT",Weber County,Utah,Central,49057,247731,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Orlando-Lakeland-Deltona, FL",Lake County,Florida,Outlying,12069,335362,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Orlando-Lakeland-Deltona, FL",Orange County,Florida,Central,12095,1321194,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Orlando-Lakeland-Deltona, FL",Osceola County,Florida,Outlying,12097,338619,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Orlando-Lakeland-Deltona, FL",Seminole County,Florida,Central,12117,455086,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Franklin County,Kansas,Central,20059,25563,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
,"Minneapolis-St. Paul, MN-WI",Steele County,Minnesota,Central,27147,36676,"Minneapolis-St. Paul, MN-WI",3923697.0
,"Los Angeles-Long Beach, CA",Ventura County,California,Central,06111,848112,"Los Angeles-Long Beach, CA",5366811.0
,"Las Vegas-Henderson, NV",Nye County,Nevada,Central,32023,43705,"Las Vegas-Henderson, NV",2185279.0
,"Phoenix-Mesa, AZ",Gila County,Arizona,Central,04007,53400,"Phoenix-Mesa, AZ",4727034.0
,"San Antonio-New Braunfels-Pearsall, TX",Frio County,Texas,Central,48163,19394,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Bucks County,Pennsylvania,Central,42017,626370,"Montgomery County-Bucks County-Chester County, PA",1964827.0
"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Chester County,Pennsylvania,Central,42029,517156,"Montgomery County-Bucks County-Chester County, PA",1964827.0
"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Montgomery County,Pennsylvania,Central,42091,821301,"Montgomery County-Bucks County-Chester County, PA",1964827.0
"Philadelphia, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Delaware County,Pennsylvania,Central,42045,563527,"Philadelphia, PA",2139049.0
"Philadelphia, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,Central,42101,1575522,"Philadelphia, PA",2139049.0
,"Phoenix-Mesa, AZ",Maricopa County,Arizona,Central,04013,4253913,"Phoenix-Mesa, AZ",4727034.0
,"Phoenix-Mesa, AZ",Pinal County,Arizona,Central,04021,419721,"Phoenix-Mesa, AZ",4727034.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Allegheny County,Pennsylvania,Central,42003,1225561,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Armstrong County,Pennsylvania,Outlying,42005,66331,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Beaver County,Pennsylvania,Central,42007,166896,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Butler County,Pennsylvania,Central,42019,186566,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Fayette County,Pennsylvania,Outlying,42051,132289,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Washington County,Pennsylvania,Central,42125,207547,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Westmoreland County,Pennsylvania,Central,42129,354751,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Portland-Vancouver-Salem, OR-WA",Clackamas County,Oregon,Central,41005,405788,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Columbia County,Oregon,Outlying,41009,50851,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Multnomah County,Oregon,Central,41051,798647,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Washington County,Oregon,Central,41067,581821,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Yamhill County,Oregon,Outlying,41071,103820,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Clark County,Washington,Central,53011,465384,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Skamania County,Washington,Outlying,53059,11620,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"New York-Newark, NY-NJ-CT-PA",Dutchess County,New York,Central,36027,293894,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"New York-Newark, NY-NJ-CT-PA",Orange County,New York,Central,36071,378227,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Bristol County,Massachusetts,Central,25005,558905,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Bristol County,Rhode Island,Central,44001,48900,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Kent County,Rhode Island,Central,44003,163861,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Newport County,Rhode Island,Central,44005,83075,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Providence County,Rhode Island,Central,44007,634533,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
