county_name,state,population
Nottoway County,VA,15853
Nowata County,OK,10536
Noxubee County,MS,11545
Nuckolls County,NE,4500
Nueces County,TX,340223
Nye County,NV,43946
O'Brien County,IA,14398
Oakland County,MI,1202362
Obion County,TN,31807
Ocean County,NJ,576567
Oceana County,MI,26570
Ochiltree County,TX,10223
Oconee County,GA,32808
Oconee County,SC,74273
Oconto County,WI,37660
Ogemaw County,MI,21699
Oglala Lakota County,SD,13586
Ogle County,IL,53497
Oglethorpe County,GA,14899
Ohio County,IN,6128
Ohio County,KY,23842
Ohio County,WV,44443
Okaloosa County,FL,180822
Okanogan County,WA,41120
Okeechobee County,FL,39996
Okfuskee County,OK,12191
Oklahoma County,OK,718633
Okmulgee County,OK,40069
Oktibbeha County,MS,47671
Oldham County,KY,60316
Oldham County,TX,2052
Oliver County,ND,1846
Olmsted County,MN,144248
Oneida County,ID,4286
Oneida County,NY,234878
Oneida County,WI,35998
Onondaga County,NY,467026
Onslow County,NC,177772
Ontario County,NY,107931
Ontonagon County,MI,6780
Orange County,CA,3010232
Orange County,FL,1145956
Orange County,IN,19840
Orange County,NC,133801
Orange County,NY,372813
Orange County,TX,81837
Orange County,VA,33481
Orange County,VT,28936
Orangeburg County,SC,92501
Oregon County,MO,10881
Orleans County,NY,42883
Orleans County,VT,27231
Orleans Parish,LA,343829
Orocovis Municipio,PR,23423
Osage County,KS,16295
Osage County,MO,13878
Osage County,OK,47472
Osborne County,KS,3858
Osceola County,FL,268685
Osceola County,IA,6462
Osceola County,MI,23528
Oscoda County,MI,8640
Oswego County,NY,122109
Otero County,CO,18831
Otero County,NM,63797
Otoe County,NE,15740
Otsego County,MI,24164
Otsego County,NY,62259
Ottawa County,KS,6091
Ottawa County,MI,263801
Ottawa County,OH,41428
Ottawa County,OK,31848
Otter Tail County,MN,57303
Ouachita County,AR,26120
Ouachita Parish,LA,153720
Ouray County,CO,4436
Outagamie County,WI,176695
Overton County,TN,22083
Owen County,IN,21575
Owen County,KY,10841
Owsley County,KY,4755
Owyhee County,ID,11526
Oxford County,ME,57833
Ozark County,MO,9723
Ozaukee County,WI,86395
Pacific County,WA,20920
Page County,IA,15932
Page County,VA,24042
Palm Beach County,FL,1320134
Palo Alto County,IA,9421
Palo Pinto County,TX,28111
Pamlico County,NC,13144
Panola County,MS,34707
Panola County,TX,23796
Park County,CO,16206
Park County,MT,15636
Park County,WY,28205
Parke County,IN,17339
Parker County,TX,116927
Parmer County,TX,10269
Pasco County,FL,464697
Pasquotank County,NC,40661
Passaic County,NJ,501226
Patillas Municipio,PR,19277
Patrick County,VA,18490
Paulding County,GA,142324
Paulding County,OH,19614
Pawnee County,KS,6973
Pawnee County,NE,2773
Pawnee County,OK,16577
Payette County,ID,22623
Payne County,OK,77350
Peach County,GA,27695
Pearl River County,MS,55834
Pecos County,TX,15507
Pembina County,ND,7413
Pemiscot County,MO,18296
Pend Oreille County,WA,13001
Pender County,NC,52217
Pendleton County,KY,14877
Pendleton County,WV,7695
Pennington County,MN,13930
Pennington County,SD,100948
Penobscot County,ME,153923
Peoria County,IL,186494
Pepin County,WI,7469
Perkins County,NE,2970
Perkins County,SD,2982
Perquimans County,NC,13453
Perry County,AL,10591
Perry County,AR,10445
Perry County,IL,22350
Perry County,IN,19338
Perry County,KY,28712
Perry County,MO,18971
Perry County,MS,12250
Perry County,OH,36058
Perry County,PA,45969
Perry County,TN,7915
Pershing County,NV,6753
Person County,NC,39464
Petersburg Borough,AK,3815
Petersburg city,VA,32420
Petroleum County,MT,494
Pettis County,MO,42201
Peñuelas Municipio,PR,24282
Phelps County,MO,45156
Phelps County,NE,9188
Philadelphia County,PA,1526006
Phillips County,AR,21757
Phillips County,CO,4442
Phillips County,KS,5642
Phillips County,MT,4253
Piatt County,IL,16729
Pickaway County,OH,55698
Pickens County,AL,19746
Pickens County,GA,29431
Pickens County,SC,119224
Pickett County,TN,5077
Pierce County,GA,18758
Pierce County,ND,4357
Pierce County,NE,7266
Pierce County,WA,795225
Pierce County,WI,41019
Pike County,AL,32899
Pike County,AR,11291
Pike County,GA,17869
Pike County,IL,16430
Pike County,IN,12845
Pike County,KY,65024
Pike County,MO,18516
Pike County,MS,40404
Pike County,OH,28709
Pike County,PA,57369
Pima County,AZ,980263
Pinal County,AZ,375770
Pine County,MN,29750
Pinellas County,FL,916542
Pipestone County,MN,9596
Piscataquis County,ME,17535
Pitkin County,CO,17148
Pitt County,NC,168148
Pittsburg County,OK,45837
Pittsylvania County,VA,63506
Piute County,UT,1556
Placer County,CA,348432
Plaquemines Parish,LA,23042
Platte County,MO,89322
Platte County,NE,32237
Platte County,WY,8667
Pleasants County,WV,7605
Plumas County,CA,20007
Plymouth County,IA,24986
Plymouth County,MA,494919
Pocahontas County,IA,7310
Pocahontas County,WV,8719
Poinsett County,AR,24583
Pointe Coupee Parish,LA,22802
Polk County,AR,20662
Polk County,FL,602095
Polk County,GA,41475
Polk County,IA,430640
Polk County,MN,31600
Polk County,MO,31137
Polk County,NC,20510
Polk County,NE,5406
Polk County,OR,75403
Polk County,TN,16825
Polk County,TX,45413
Polk County,WI,44205
Ponce Municipio,PR,166327
Pondera County,MT,6153
Pontotoc County,MS,29957
Pontotoc County,OK,37492
Pope County,AR,61754
Pope County,IL,4470
Pope County,MN,10995
Poquoson city,VA,12150
Portage County,OH,161419
Portage County,WI,70019
Porter County,IN,164343
Portsmouth city,VA,95535
Posey County,IN,25910
Pottawatomie County,KS,21604
Pottawatomie County,OK,69442
Pottawattamie County,IA,93158
Potter County,PA,17457
Potter County,SD,2329
Potter County,TX,121073
Powder River County,MT,1743
Powell County,KY,12613
Powell County,MT,7027
Power County,ID,7817
Poweshiek County,IA,18914
Powhatan County,VA,28046
Prairie County,AR,8715
Prairie County,MT,1179
Pratt County,KS,9656
Preble County,OH,42270
Prentiss County,MS,25276
Presidio County,TX,7818
Presque Isle County,MI,13376
Preston County,WV,33520
Price County,WI,14159
Prince Edward County,VA,23368
Prince George County,VA,35725
Prince George's County,MD,863420
Prince William County,VA,402002
Prince of Wales-Hyder Census Area,AK,5559
Providence County,RI,626667
Prowers County,CO,12551
Pueblo County,CO,159063
Pulaski County,AR,382748
Pulaski County,GA,12010
Pulaski County,IL,6161
Pulaski County,IN,13402
Pulaski County,KY,63063
Pulaski County,MO,52274
Pulaski County,VA,34872
Pushmataha County,OK,11572
Putnam County,FL,74364
Putnam County,GA,21218
Putnam County,IL,6006
Putnam County,IN,37963
Putnam County,MO,4979
Putnam County,NY,99710
Putnam County,OH,34499
Putnam County,TN,72321
Putnam County,WV,55486
Quay County,NM,9041
Quebradillas Municipio,PR,25919
Queen Anne's County,MD,47798
Queens County,NY,2230722
Quitman County,GA,2513
Quitman County,MS,8223
Rabun County,GA,16276
Racine County,WI,195408
Radford city,VA,16408
Rains County,TX,10914
Raleigh County,WV,78859
Ralls County,MO,10167
Ramsey County,MN,508640
Ramsey County,ND,11451
Randall County,TX,120725
Randolph County,AL,22913
Randolph County,AR,17969
Randolph County,GA,7719
Randolph County,IL,33476
Randolph County,IN,26171
Randolph County,MO,25414
Randolph County,NC,141752
Randolph County,WV,29405
Rankin County,MS,141617
Ransom County,ND,5457
Rapides Parish,LA,131613
Rappahannock County,VA,7373
Ravalli County,MT,40212
Rawlins County,KS,2519
Ray County,MO,23494
Reagan County,TX,3367
Real County,TX,3309
Red Lake County,MN,4089
Red River County,TX,12860
Red River Parish,LA,9091
Red Willow County,NE,11055
Redwood County,MN,16059
Reeves County,TX,13783
Refugio County,TX,7383
Reno County,KS,64511
Rensselaer County,NY,159429
Renville County,MN,15730
Renville County,ND,2470
Republic County,KS,4980
Reynolds County,MO,6696
Rhea County,TN,31809
Rice County,KS,10083
Rice County,MN,64142
Rich County,UT,2264
Richardson County,NE,8363
Richland County,IL,16233
Richland County,MT,9746
Richland County,ND,16321
Richland County,OH,124475
Richland County,SC,384504
Richland County,WI,18021
Richland Parish,LA,20725
Richmond County,GA,200549
Richmond County,NC,46639
Richmond County,NY,468730
Richmond County,VA,9254
Richmond city,VA,204214
Riley County,KS,71115
Rincón Municipio,PR,15200
Ringgold County,IA,5131
Rio Arriba County,NM,40246
Rio Blanco County,CO,6666
Rio Grande County,CO,11982
Ripley County,IN,28818
Ripley County,MO,14100
Ritchie County,WV,10449
Riverside County,CA,2189641
Roane County,TN,54181
Roane County,WV,14926
Roanoke County,VA,92376
Roanoke city,VA,97032
Roberts County,SD,10149
Roberts County,TX,929
Robertson County,KY,2282
Robertson County,TN,66283
Robertson County,TX,16622
Robeson County,NC,134168
Rock County,MN,9687
Rock County,NE,1526
Rock County,WI,160331
Rock Island County,IL,147546
Rockbridge County,VA,22307
Rockcastle County,KY,17056
Rockdale County,GA,85215
Rockingham County,NC,93643
Rockingham County,NH,295223
Rockingham County,VA,76314
Rockland County,NY,311687
Rockwall County,TX,78337
Roger Mills County,OK,3647
Rogers County,OK,86905
Rolette County,ND,13937
Rooks County,KS,5181
Roosevelt County,MT,10425
Roosevelt County,NM,19846
Roscommon County,MI,24449
Roseau County,MN,15629
Rosebud County,MT,9233
Ross County,OH,78064
Routt County,CO,23509
Rowan County,KY,23333
Rowan County,NC,138428
Runnels County,TX,10501
Rush County,IN,17392
Rush County,KS,3307
Rusk County,TX,53330
Rusk County,WI,14755
Russell County,AL,52947
Russell County,KS,6970
Russell County,KY,17565
Russell County,VA,28897
Rutherford County,NC,67810
Rutherford County,TN,262604
Rutland County,VT,61642
Río Grande Municipio,PR,54304
Sabana Grande Municipio,PR,25265
Sabine County,TX,10834
Sabine Parish,LA,24233
Sac County,IA,10350
Sacramento County,CA,1418788
Sagadahoc County,ME,35293
Saginaw County,MI,200169
Saguache County,CO,6108
Salem County,NJ,66083
Salem city,VA,24802
Salinas Municipio,PR,31078
Saline County,AR,107118
Saline County,IL,24913
Saline County,KS,55606
Saline County,MO,23370
Saline County,NE,14200
Salt Lake County,UT,1029655
Saluda County,SC,19875
Sampson County,NC,63431
San Augustine County,TX,8865
San Benito County,CA,55269
San Bernardino County,CA,2035210
San Diego County,CA,3095313
San Francisco County,CA,805235
San Germán Municipio,PR,35527
San Jacinto County,TX,26384
San Joaquin County,CA,685306
San Juan County,CO,699
San Juan County,NM,130044
San Juan County,UT,14746
San Juan County,WA,15769
San Juan Municipio,PR,395326
San Lorenzo Municipio,PR,41058
San Luis Obispo County,CA,269637
San Mateo County,CA,718451
San Miguel County,CO,7359
San Miguel County,NM,29393
San Patricio County,TX,64804
San Saba County,TX,6131
San Sebastián Municipio,PR,42430
Sanborn County,SD,2355
Sanders County,MT,11413
Sandoval County,NM,131561
Sandusky County,OH,60944
Sangamon County,IL,197465
Sanilac County,MI,43114
Sanpete County,UT,27822
Santa Barbara County,CA,423895
Santa Clara County,CA,1781642
Santa Cruz County,AZ,47420
Santa Cruz County,CA,262382
Santa Fe County,NM,144170
Santa Isabel Municipio,PR,23274
Santa Rosa County,FL,151372
Sarasota County,FL,379448
Saratoga County,NY,219607
Sargent County,ND,3829
Sarpy County,NE,158840
Sauk County,WI,61976
Saunders County,NE,20780
Sawyer County,WI,16557
Schenectady County,NY,154727
Schleicher County,TX,3461
Schley County,GA,5010
Schoharie County,NY,32749
Schoolcraft County,MI,8485
Schuyler County,IL,7544
Schuyler County,MO,4431
Schuyler County,NY,18343
Schuylkill County,PA,148289
Scioto County,OH,79499
Scotland County,MO,4843
Scotland County,NC,36157
Scott County,AR,11233
Scott County,IA,165224
Scott County,IL,5355
Scott County,IN,24181
Scott County,KS,4936
Scott County,KY,47173
Scott County,MN,129928
Scott County,MO,39191
Scott County,MS,28264
Scott County,TN,22228
Scott County,VA,23177
Scotts Bluff County,NE,36970
Screven County,GA,14593
Scurry County,TX,16921
Searcy County,AR,8195
Sebastian County,AR,125744
Sedgwick County,CO,2379
Sedgwick County,KS,498365
Seminole County,FL,422718
Seminole County,GA,8729
Seminole County,OK,25482
Seneca County,NY,35251
Seneca County,OH,56745
Sequatchie County,TN,14112
Sequoyah County,OK,42391
Sevier County,AR,17058
Sevier County,TN,89889
Sevier County,UT,20802
Seward County,KS,22952
Seward County,NE,16750
Shackelford County,TX,3378
Shannon County,MO,8441
Sharkey County,MS,4916
Sharp County,AR,17264
Shasta County,CA,177223
Shawano County,WI,41949
Shawnee County,KS,177934
Sheboygan County,WI,115507
Shelby County,AL,195085
Shelby County,IA,12167
Shelby County,IL,22363
Shelby County,IN,44436
Shelby County,KY,42074
Shelby County,MO,6373
Shelby County,OH,49423
Shelby County,TN,927644
Shelby County,TX,25448
Shenandoah County,VA,41993
Sherburne County,MN,88499
Sheridan County,KS,2556
Sheridan County,MT,3384
Sheridan County,ND,1321
Sheridan County,NE,5469
Sheridan County,WY,29116
Sherman County,KS,6010
Sherman County,NE,3152
Sherman County,OR,1765
Sherman County,TX,3034
Shiawassee County,MI,70648
Shoshone County,ID,12765
Sibley County,MN,15226
Sierra County,CA,3240
Sierra County,NM,11988
Silver Bow County,MT,34200
Simpson County,KY,17327
Simpson County,MS,27503
Sioux County,IA,33704
Sioux County,ND,4153
Sioux County,NE,1311
Siskiyou County,CA,44900
Sitka City and Borough,AK,8881
Skagit County,WA,116901
Skagway Municipality,AK,968
Skamania County,WA,11066
Slope County,ND,727
Smith County,KS,3853
Smith County,MS,16491
Smith County,TN,19166
Smith County,TX,209714
Smyth County,VA,32208
Snohomish County,WA,713335
Snyder County,PA,39702
Socorro County,NM,17866
Solano County,CA,413344
Somerset County,MD,26470
Somerset County,ME,52228
Somerset County,NJ,323444
Somerset County,PA,77742
Somervell County,TX,8490
Sonoma County,CA,483878
Southampton County,VA,18570
Southeast Fairbanks Census Area,AK,7029
Spalding County,GA,64073
Spartanburg County,SC,284307
Spencer County,IN,20952
Spencer County,KY,17061
Spink County,SD,6415
Spokane County,WA,471221
Spotsylvania County,VA,122397
St. Bernard Parish,LA,35897
St. Charles County,MO,360485
St. Charles Parish,LA,52780
St. Clair County,AL,83593
St. Clair County,IL,270056
St. Clair County,MI,163040
St. Clair County,MO,9805
St. Croix County,WI,84345
St. Francis County,AR,28258
St. Francois County,MO,65359
St. Helena Parish,LA,11203
St. James Parish,LA,22102
St. John the Baptist Parish,LA,45924
St. Johns County,FL,190039
St. Joseph County,IN,266931
St. Joseph County,MI,61295
St. Landry Parish,LA,83384
St. Lawrence County,NY,111944
St. Louis County,MN,200226
St. Louis County,MO,998954
St. Louis city,MO,319294
St. Lucie County,FL,277789
St. Martin Parish,LA,52160
St. Mary Parish,LA,54650
St. Mary's County,MD,105151
St. Tammany Parish,LA,233740
Stafford County,KS,4437
Stafford County,VA,128961
Stanislaus County,CA,514453
Stanley County,SD,2966
Stanly County,NC,60585
Stanton County,KS,2235
Stanton County,NE,6129
Stark County,IL,5994
Stark County,ND,24199
Stark County,OH,375586
Starke County,IN,23363
Starr County,TX,60968
Staunton city,VA,23746
Ste. Genevieve County,MO,18145
Stearns County,MN,150642
Steele County,MN,36576
Steele County,ND,1975
Stephens County,GA,26175
Stephens County,OK,45048
Stephens County,TX,9630
Stephenson County,IL,47711
Sterling County,TX,1143
Steuben County,IN,34185
Steuben County,NY,98990
Stevens County,KS,5724
Stevens County,MN,9726
Stevens County,WA,43531
Stewart County,GA,6058
Stewart County,TN,13324
Stillwater County,MT,9117
Stoddard County,MO,29968
Stokes County,NC,47401
Stone County,AR,12394
Stone County,MO,32202
Stone County,MS,17786
Stonewall County,TX,1490
Storey County,NV,4010
Story County,IA,89542
Strafford County,NH,123143
Stutsman County,ND,21100
Sublette County,WY,10247
Suffolk County,MA,722023
Suffolk County,NY,1493350
Suffolk city,VA,84585
Sullivan County,IN,21475
Sullivan County,MO,6714
Sullivan County,NH,43742
Sullivan County,NY,77547
Sullivan County,PA,6428
Sullivan County,TN,156823
Sully County,SD,1373
Summers County,WV,13927
Summit County,CO,27994
Summit County,OH,541781
Summit County,UT,36324
Sumner County,KS,24132
Sumner County,TN,160645
Sumter County,AL,13763
Sumter County,FL,93420
Sumter County,GA,32819
Sumter County,SC,107456
Sunflower County,MS,29450
Surry County,NC,73673
Surry County,VA,7058
Susquehanna County,PA,43356
Sussex County,DE,197145
Sussex County,NJ,149265
Sussex County,VA,12087
Sutter County,CA,94737
Sutton County,TX,4128
Suwannee County,FL,41551
Swain County,NC,13981
Sweet Grass County,MT,3651
Sweetwater County,WY,43806
Swift County,MN,9783
Swisher County,TX,7854
Switzerland County,IN,10613
Talbot County,GA,6865
Talbot County,MD,37782
Taliaferro County,GA,1717
Talladega County,AL,82291
Tallahatchie County,MS,15378
Tallapoosa County,AL,41616
Tama County,IA,17767
Taney County,MO,51675
Tangipahoa Parish,LA,121097
Taos County,NM,32937
Tarrant County,TX,1809034
Tate County,MS,28886
Tattnall County,GA,25520
Taylor County,FL,22570
Taylor County,GA,8906
Taylor County,IA,6317
Taylor County,KY,24512
Taylor County,TX,131506
Taylor County,WI,20689
Taylor County,WV,16895
Tazewell County,IL,135394
Tazewell County,VA,45078
Tehama County,CA,63463
Telfair County,GA,16500
Teller County,CO,23350
Tensas Parish,LA,5252
Terrebonne Parish,LA,111860
Terrell County,GA,9315
Terrell County,TX,984
Terry County,TX,12651
Teton County,ID,10170
Teton County,MT,6073
Teton County,WY,21294
Texas County,MO,26008
Texas County,OK,20640
Thayer County,NE,5228
Thomas County,GA,44720
Thomas County,KS,7900
Thomas County,NE,647
Throckmorton County,TX,1641
Thurston County,NE,6940
Thurston County,WA,252264
Tift County,GA,40118
Tillamook County,OR,25250
Tillman County,OK,7992
Tioga County,NY,51125
Tioga County,PA,41981
Tippah County,MS,22232
Tippecanoe County,IN,172780
Tipton County,IN,15936
Tipton County,TN,61081
Tishomingo County,MS,19593
Titus County,TX,32334
Toa Alta Municipio,PR,74066
Toa Baja Municipio,PR,89609
Todd County,KY,12460
Todd County,MN,24895
Todd County,SD,9612
Tolland County,CT,152691
Tom Green County,TX,110224
Tompkins County,NY,101564
Tooele County,UT,58218
Toole County,MT,5324
Toombs County,GA,27223
Torrance County,NM,16383
Towner County,ND,2246
Towns County,GA,10471
Traill County,ND,8121
Transylvania County,NC,33090
Traverse County,MN,3558
Travis County,TX,1024266
Treasure County,MT,718
Trego County,KS,3001
Trempealeau County,WI,28816
Treutlen County,GA,6885
Trigg County,KY,14339
Trimble County,KY,8809
Trinity County,CA,13786
Trinity County,TX,14585
Tripp County,SD,5644
Troup County,GA,67044
Trousdale County,TN,7870
Trujillo Alto Municipio,PR,74842
Trumbull County,OH,210312
Tucker County,WV,7141
Tulare County,CA,442179
Tulsa County,OK,603403
Tunica County,MS,10778
Tuolumne County,CA,55365
Turner County,GA,8930
Turner County,SD,8347
Tuscaloosa County,AL,194656
Tuscarawas County,OH,92582
Tuscola County,MI,55729
Twiggs County,GA,9023
Twin Falls County,ID,77230
Tyler County,TX,21766
Tyler County,WV,9208
Tyrrell County,NC,4407
Uinta County,WY,21118
Uintah County,UT,32588
Ulster County,NY,182493
Umatilla County,OR,75889
Unicoi County,TN,18313
Union County,AR,41639
Union County,FL,15535
Union County,GA,21356
Union County,IA,12534
Union County,IL,17808
Union County,IN,7516
Union County,KY,15007
Union County,MS,27134
Union County,NC,201292
Union County,NJ,536499
Union County,NM,4549
Union County,OH,52300
Union County,OR,25748
Union County,PA,44947
Union County,SC,28961
Union County,SD,14399
Union County,TN,19109
Union Parish,LA,22721
Upshur County,TX,39309
Upshur County,WV,24254
Upson County,GA,27153
Upton County,TX,3355
Utah County,UT,516564
Utuado Municipio,PR,33149
Uvalde County,TX,26405
Val Verde County,TX,48879
Valdez-Cordova Census Area,AK,9636
Valencia County,NM,76569
Valley County,ID,9862
Valley County,MT,7369
Valley County,NE,4260
Van Buren County,AR,17295
Van Buren County,IA,7570
Van Buren County,MI,76258
Van Buren County,TN,5548
Van Wert County,OH,28744
Van Zandt County,TX,52579
Vance County,NC,45422
Vanderburgh County,IN,179703
Vega Alta Municipio,PR,39951
Vega Baja Municipio,PR,59662
Venango County,PA,54984
Ventura County,CA,823318
Vermilion County,IL,81625
Vermilion Parish,LA,57999
Vermillion County,IN,16212
Vernon County,MO,21159
Vernon County,WI,29773
Vernon Parish,LA,52334
Victoria County,TX,86793
Vieques Municipio,PR,9301
Vigo County,IN,107848
Vilas County,WI,21430
Villalba Municipio,PR,26073
Vinton County,OH,13435
Virginia Beach city,VA,437994
Volusia County,FL,494593
Wabash County,IL,11947
Wabash County,IN,32888
Wabasha County,MN,21676
Wabaunsee County,KS,7053
Wadena County,MN,13843
Wagoner County,OK,73085
Wahkiakum County,WA,3978
Wake County,NC,900993
Wakulla County,FL,30776
Waldo County,ME,38786
Walker County,AL,67023
Walker County,GA,68756
Walker County,TX,67861
Walla Walla County,WA,58781
Wallace County,KS,1485
Waller County,TX,43205
Wallowa County,OR,7008
Walsh County,ND,11119
Walthall County,MS,15443
Walton County,FL,55043
Walton County,GA,83768
Walworth County,SD,5438
Walworth County,WI,102228
Wapello County,IA,35625
Ward County,ND,61675
Ward County,TX,10658
Ware County,GA,36312
Warren County,GA,5834
Warren County,IA,46225
Warren County,IL,17707
Warren County,IN,8508
Warren County,KY,113792
Warren County,MO,32513
Warren County,MS,48773
Warren County,NC,20972
Warren County,NJ,108692
Warren County,NY,65707
Warren County,OH,212693
Warren County,PA,41815
Warren County,TN,39839
Warren County,VA,37575
Warrick County,IN,59689
Wasatch County,UT,23530
Wasco County,OR,25213
Waseca County,MN,19136
Washakie County,WY,8533
Washburn County,WI,15911
Washington County,AL,17581
Washington County,AR,203065
Washington County,CO,4814
Washington County,FL,24896
Washington County,GA,21187
Washington County,IA,21704
Washington County,ID,10198
Washington County,IL,14716
Washington County,IN,28262
Washington County,KS,5799
Washington County,KY,11717
Washington County,MD,147430
Washington County,ME,32856
Washington County,MN,238136
Washington County,MO,25195
Washington County,MS,51137
Washington County,NC,13228
Washington County,NE,20234
Washington County,NY,63216
Washington County,OH,61778
Washington County,OK,50976
Washington County,OR,529710
Washington County,PA,207820
Washington County,RI,126979
Washington County,TN,122979
Washington County,TX,33718
Washington County,UT,138115
Washington County,VA,54876
Washington County,VT,59534
Washington County,WI,131887
Washington Parish,LA,47168
Washita County,OK,11629
Washoe County,NV,421407
Washtenaw County,MI,344791
Watauga County,NC,51079
Watonwan County,MN,11211
Waukesha County,WI,389891
Waupaca County,WI,52410
Waushara County,WI,24496
Wayne County,GA,30099
Wayne County,IA,6403
Wayne County,IL,16760
Wayne County,IN,68917
Wayne County,KY,20813
Wayne County,MI,1820584
Wayne County,MO,13521
Wayne County,MS,20747
Wayne County,NC,122623
Wayne County,NE,9595
Wayne County,NY,93772
Wayne County,OH,114520
Wayne County,PA,52822
Wayne County,TN,17021
Wayne County,UT,2778
Wayne County,WV,42481
Waynesboro city,VA,21006
Weakley County,TN,35021
Webb County,TX,250304
Weber County,UT,231236
Webster County,GA,2799
Webster County,IA,38013
Webster County,KY,13621
Webster County,MO,36202
Webster County,MS,10253
Webster County,NE,3812
Webster County,WV,9154
Webster Parish,LA,41207
Weld County,CO,252825
Wells County,IN,27636
Wells County,ND,4207
West Baton Rouge Parish,LA,23788
West Carroll Parish,LA,11604
West Feliciana Parish,LA,15625
Westchester County,NY,949113
Westmoreland County,PA,365169
Westmoreland County,VA,17454
Weston County,WY,7208
Wetzel County,WV,16583
Wexford County,MI,32735
Wharton County,TX,41280
Whatcom County,WA,201140
Wheatland County,MT,2168
Wheeler County,GA,7421
Wheeler County,NE,818
Wheeler County,OR,1441
Wheeler County,TX,5410
White County,AR,77076
White County,GA,27144
White County,IL,14665
White County,IN,24643
White County,TN,25841
White Pine County,NV,10030
Whiteside County,IL,58498
Whitfield County,GA,102599
Whitley County,IN,33292
Whitley County,KY,35637
Whitman County,WA,44776
Wibaux County,MT,1017
Wichita County,KS,2234
Wichita County,TX,131500
Wicomico County,MD,98733
Wilbarger County,TX,13535
Wilcox County,AL,11670
Wilcox County,GA,9255
Wilkes County,GA,10593
Wilkes County,NC,69340
Wilkin County,MN,6576
Wilkinson County,GA,9563
Wilkinson County,MS,9878
Will County,IL,677560
Willacy County,TX,22134
Williams County,ND,22398
Williams County,OH,37642
Williamsburg County,SC,34423
Williamsburg city,VA,14068
Williamson County,IL,66357
Williamson County,TN,183182
Williamson County,TX,422679
Wilson County,KS,9409
Wilson County,NC,81234
Wilson County,TN,113993
Wilson County,TX,42918
Winchester city,VA,26203
Windham County,CT,118428
Windham County,VT,44513
Windsor County,VT,56670
Winkler County,TX,7110
Winn Parish,LA,15313
Winnebago County,IA,10866
Winnebago County,IL,295266
Winnebago County,WI,166994
Winneshiek County,IA,21056
Winona County,MN,51461
Winston County,AL,24484
Winston County,MS,19198
Wirt County,WV,5717
Wise County,TX,59127
Wise County,VA,41452
Wolfe County,KY,7355
Wood County,OH,125488
Wood County,TX,41964
Wood County,WI,74749
Wood County,WV,86956
Woodbury County,IA,102172
Woodford County,IL,38664
Woodford County,KY,24939
Woodruff County,AR,7260
Woods County,OK,8878
Woodson County,KS,3309
Woodward County,OK,20081
Worcester County,MA,798552
Worcester County,MD,51454
Worth County,GA,21679
Worth County,IA,7598
Worth County,MO,2171
Wrangell City and Borough,AK,2369
Wright County,IA,13229
Wright County,MN,124700
Wright County,MO,18815
Wyandot County,OH,22615
Wyandotte County,KS,157505
Wyoming County,NY,42155
Wyoming County,PA,28276
Wyoming County,WV,23796
Wythe County,VA,29235
Yabucoa Municipio,PR,37941
Yadkin County,NC,38406
Yakima County,WA,243231
Yakutat City and Borough,AK,662
Yalobusha County,MS,12678
Yamhill County,OR,99193
Yancey County,NC,17818
Yankton County,SD,22438
Yates County,NY,25348
Yauco Municipio,PR,42043
Yavapai County,AZ,211033
Yazoo County,MS,28065
Yell County,AR,22185
Yellow Medicine County,MN,10438
Yellowstone County,MT,147972
Yoakum County,TX,7879
Yolo County,CA,200849
York County,ME,197131
York County,NE,13665
York County,PA,434972
York County,SC,226073
York County,VA,65464
Young County,TX,18550
Yuba County,CA,72155
Yukon-Koyukuk Census Area,AK,5588
Yuma County,AZ,195751
Yuma County,CO,10043
Zapata County,TX,14018
Zavala County,TX,11677
Ziebach County,SD,2801
